CustomerID,Product,PurchaseDate,Quantity,UnitPrice,CustomerName,ProductCategory,PaymentMethod,ReviewRating,TotalPrice,Year,Month,Day,Weekday,Quarter,IsWeekend,MonthName,YearMonth,CustomerLifetimeValue,PurchaseFrequency,DaysSinceLastPurchase,AverageOrderValue,RevenuePerCategory,RevenuePerCustomer
C3201,Tablet,2025-03-25,2,560.77,Customer C3201,Electronics,Gift Card,5,1121.54,2025,3,25,1,1,0,Mar,2025-03,1121.54,1,97,1121.54,1049911.98,1121.54
C4475,Tablet,2025-06-10,6,7.55,Customer C4475,Electronics,Credit Card,5,45.3,2025,6,10,1,2,0,Jun,2025-06,45.3,1,20,45.3,1049911.98,45.3
C3988,Laptop,2024-11-14,6,256.03,Customer C3988,Electronics,Gift Card,1,1536.18,2024,11,14,3,4,0,Nov,2024-11,1536.18,1,228,1536.18,1049911.98,1536.18
C9194,Desk,2023-11-16,8,323.16,Customer C9194,Furniture,Gift Card,1,2585.28,2023,11,16,3,4,0,Nov,2023-11,2585.28,1,592,2585.28,1083282.25,2585.28
C7496,Tablet,2025-04-10,2,665.61,Customer C7496,Office Supplies,Credit Card,5,1331.22,2025,4,10,3,2,0,Apr,2025-04,1331.22,1,81,1331.22,1133462.57,1331.22
C1230,Printer,2024-06-23,8,284.95,Customer C1230,Furniture,Credit Card,2,2279.6,2024,6,23,6,2,1,Jun,2024-06,2279.6,1,372,2279.6,1083282.25,2279.6
C3160,Laptop,2024-08-27,7,695.02,Customer C3160,Electronics,Online,3,4865.139999999999,2024,8,27,1,3,0,Aug,2024-08,4865.139999999999,1,307,4865.139999999999,1049911.98,4865.139999999999
C2626,Monitor,2024-03-18,4,168.32,Customer C2626,Office Supplies,Gift Card,5,673.28,2024,3,18,0,1,0,Mar,2024-03,673.28,1,469,673.28,1133462.57,673.28
C1080,Phone,2024-05-12,5,226.71,Customer C1080,Office Supplies,Gift Card,4,1133.55,2024,5,12,6,2,1,May,2024-05,1133.55,1,414,1133.55,1133462.57,1133.55
C9913,Printer,2024-08-29,7,606.17,Customer C9913,Electronics,Online,2,4243.19,2024,8,29,3,3,0,Aug,2024-08,4243.19,1,305,4243.19,1049911.98,4243.19
C9608,Printer,2025-01-30,5,432.85,Customer C9608,Furniture,Gift Card,5,2164.25,2025,1,30,3,1,0,Jan,2025-01,2164.25,1,151,2164.25,1083282.25,2164.25
C5413,Chair,2023-12-15,3,204.93,Customer C5413,Electronics,Debit Card,3,614.79,2023,12,15,4,4,0,Dec,2023-12,614.79,1,563,614.79,1049911.98,614.79
C6520,Desk,2023-11-04,6,548.88,Customer C6520,Office Supplies,Cash,1,3293.28,2023,11,4,5,4,1,Nov,2023-11,3293.28,1,604,3293.28,1133462.57,3293.28
C9150,Desk,2025-03-19,8,563.03,Customer C9150,Electronics,Gift Card,1,4504.24,2025,3,19,2,1,0,Mar,2025-03,4504.24,1,103,4504.24,1049911.98,4504.24
C9593,Desk,2025-05-14,8,620.6,Customer C9593,Electronics,Credit Card,1,4964.8,2025,5,14,2,2,0,May,2025-05,7700.82,2,47,3850.41,1049911.98,7700.82
C4651,Phone,2024-02-13,1,430.58,Customer C4651,Electronics,Cash,5,430.58,2024,2,13,1,1,0,Feb,2024-02,430.58,1,503,430.58,1049911.98,430.58
C9254,Printer,2023-12-31,8,506.43,Customer C9254,Furniture,Gift Card,3,4051.44,2023,12,31,6,4,1,Dec,2023-12,4051.44,1,547,4051.44,1083282.25,4051.44
C9453,Desk,2023-05-02,7,555.39,Customer C9453,Office Supplies,Online,1,3887.73,2023,5,2,1,2,0,May,2023-05,3887.73,1,790,3887.73,1133462.57,3887.73
C7152,Monitor,2023-11-21,1,139.83,Customer C7152,Furniture,Credit Card,5,139.83,2023,11,21,1,4,0,Nov,2023-11,139.83,1,587,139.83,1083282.25,139.83
C3826,Laptop,2024-10-23,5,85.4,Customer C3826,Office Supplies,Debit Card,4,427.0,2024,10,23,2,4,0,Oct,2024-10,427.0,1,250,427.0,1133462.57,427.0
C5324,Phone,2024-03-12,8,634.56,Customer C5324,Office Supplies,Gift Card,4,5076.48,2024,3,12,1,1,0,Mar,2024-03,5076.48,1,475,5076.48,1133462.57,5076.48
C4737,Monitor,2024-12-18,8,768.09,Customer C4737,Electronics,Debit Card,1,6144.72,2024,12,18,2,4,0,Dec,2024-12,6144.72,1,194,6144.72,1049911.98,6144.72
C1146,Tablet,2023-03-18,4,592.34,Customer C1146,Electronics,Online,4,2369.36,2023,3,18,5,1,1,Mar,2023-03,2369.36,1,835,2369.36,1049911.98,2369.36
C8871,Chair,2024-09-15,3,256.5,Customer C8871,Office Supplies,Gift Card,1,769.5,2024,9,15,6,3,1,Sep,2024-09,769.5,1,288,769.5,1133462.57,769.5
C8036,Printer,2024-09-22,1,592.24,Customer C8036,Office Supplies,Cash,3,592.24,2024,9,22,6,3,1,Sep,2024-09,4163.44,2,281,2081.72,1133462.57,4163.44
C3684,Printer,2023-03-26,7,69.12,Customer C3684,Furniture,Debit Card,3,483.84,2023,3,26,6,1,1,Mar,2023-03,483.84,1,827,483.84,1083282.25,483.84
C1161,Monitor,2023-03-26,3,128.52,Customer C1161,Electronics,Credit Card,3,385.5600000000001,2023,3,26,6,1,1,Mar,2023-03,385.5600000000001,1,827,385.5600000000001,1049911.98,385.5600000000001
C5846,Monitor,2023-06-20,6,70.13,Customer C5846,Office Supplies,Gift Card,4,420.78,2023,6,20,1,2,0,Jun,2023-06,420.78,1,741,420.78,1133462.57,420.78
C3460,Phone,2025-06-30,7,548.54,Customer C3460,Electronics,Online,4,3839.78,2025,6,30,0,2,0,Jun,2025-06,9060.66,2,0,4530.33,1049911.98,9060.66
C1280,Laptop,2025-02-09,6,279.06,Customer C1280,Furniture,Gift Card,3,1674.36,2025,2,9,6,1,1,Feb,2025-02,7016.530000000001,3,141,2338.8433333333337,1083282.25,7016.530000000001
C7931,Laptop,2023-03-29,3,770.49,Customer C7931,Office Supplies,Online,4,2311.47,2023,3,29,2,1,0,Mar,2023-03,2311.47,1,824,2311.47,1133462.57,2311.47
C5980,Printer,2024-08-17,4,174.39,Customer C5980,Electronics,Gift Card,4,697.56,2024,8,17,5,3,1,Aug,2024-08,697.56,1,317,697.56,1049911.98,697.56
C6022,Desk,2024-02-10,5,451.64,Customer C6022,Furniture,Online,5,2258.2,2024,2,10,5,1,1,Feb,2024-02,2258.2,1,506,2258.2,1083282.25,2258.2
C3817,Desk,2024-01-09,2,488.07,Customer C3817,Furniture,Cash,4,976.14,2024,1,9,1,1,0,Jan,2024-01,976.14,1,538,976.14,1083282.25,976.14
C8639,Chair,2023-12-04,4,329.91,Customer C8639,Office Supplies,Online,4,1319.64,2023,12,4,0,4,0,Dec,2023-12,1319.64,1,574,1319.64,1133462.57,1319.64
C5623,Chair,2024-12-08,7,41.97,Customer C5623,Office Supplies,Debit Card,2,293.79,2024,12,8,6,4,1,Dec,2024-12,4122.59,3,204,1374.1966666666667,1133462.57,4122.59
C5978,Laptop,2023-07-20,7,284.86,Customer C5978,Furniture,Debit Card,5,1994.02,2023,7,20,3,3,0,Jul,2023-07,1994.02,1,711,1994.02,1083282.25,1994.02
C2279,Phone,2024-01-24,2,433.59,Customer C2279,Electronics,Debit Card,2,867.18,2024,1,24,2,1,0,Jan,2024-01,867.18,1,523,867.18,1049911.98,867.18
C4160,Chair,2025-02-28,1,79.9,Customer C4160,Office Supplies,Gift Card,1,79.9,2025,2,28,4,1,0,Feb,2025-02,79.9,1,122,79.9,1133462.57,79.9
C1045,Printer,2024-08-12,8,138.11,Customer C1045,Furniture,Online,4,1104.88,2024,8,12,0,3,0,Aug,2024-08,1104.88,1,322,1104.88,1083282.25,1104.88
C7551,Tablet,2025-04-15,8,65.26,Customer C7551,Electronics,Online,2,522.08,2025,4,15,1,2,0,Apr,2025-04,522.08,1,76,522.08,1049911.98,522.08
C8730,Printer,2024-07-24,8,263.56,Customer C8730,Office Supplies,Gift Card,5,2108.48,2024,7,24,2,3,0,Jul,2024-07,2108.48,1,341,2108.48,1133462.57,2108.48
C5902,Laptop,2024-02-06,8,621.68,Customer C5902,Furniture,Credit Card,2,4973.44,2024,2,6,1,1,0,Feb,2024-02,6438.24,2,312,3219.12,1083282.25,6438.24
C5169,Chair,2023-04-25,1,147.34,Customer C5169,Electronics,Gift Card,1,147.34,2023,4,25,1,2,0,Apr,2023-04,1742.6399999999999,2,797,871.3199999999999,1049911.98,1742.6399999999999
C5027,Chair,2024-03-31,6,192.17,Customer C5027,Furniture,Credit Card,2,1153.02,2024,3,31,6,1,1,Mar,2024-03,1153.02,1,456,1153.02,1083282.25,1153.02
C8912,Desk,2024-03-09,7,560.06,Customer C8912,Office Supplies,Online,1,3920.42,2024,3,9,5,1,1,Mar,2024-03,3920.42,1,478,3920.42,1133462.57,3920.42
C3897,Laptop,2023-05-25,8,131.26,Customer C3897,Electronics,Debit Card,3,1050.08,2023,5,25,3,2,0,May,2023-05,1050.08,1,767,1050.08,1049911.98,1050.08
C9345,Tablet,2024-01-29,4,57.77,Customer C9345,Furniture,Credit Card,4,231.08,2024,1,29,0,1,0,Jan,2024-01,231.08,1,518,231.08,1083282.25,231.08
C2932,Laptop,2023-07-23,4,149.14,Customer C2932,Office Supplies,Debit Card,4,596.56,2023,7,23,6,3,1,Jul,2023-07,596.56,1,708,596.56,1133462.57,596.56
C1555,Printer,2024-09-14,6,580.01,Customer C1555,Office Supplies,Gift Card,1,3480.06,2024,9,14,5,3,1,Sep,2024-09,3480.06,1,289,3480.06,1133462.57,3480.06
C2483,Desk,2024-07-03,3,495.51,Customer C2483,Electronics,Online,5,1486.53,2024,7,3,2,3,0,Jul,2024-07,1486.53,1,362,1486.53,1049911.98,1486.53
C6318,Phone,2024-12-06,6,360.05,Customer C6318,Furniture,Gift Card,4,2160.3,2024,12,6,4,4,0,Dec,2024-12,2160.3,1,206,2160.3,1083282.25,2160.3
C7603,Laptop,2024-12-06,5,276.75,Customer C7603,Office Supplies,Debit Card,2,1383.75,2024,12,6,4,4,0,Dec,2024-12,1383.75,1,206,1383.75,1133462.57,1383.75
C4865,Phone,2024-02-22,7,662.26,Customer C4865,Furniture,Credit Card,2,4635.82,2024,2,22,3,1,0,Feb,2024-02,4635.82,1,494,4635.82,1083282.25,4635.82
C6695,Phone,2023-10-31,1,72.25,Customer C6695,Office Supplies,Credit Card,2,72.25,2023,10,31,1,4,0,Oct,2023-10,72.25,1,608,72.25,1133462.57,72.25
C8360,Desk,2023-06-25,4,495.28,Customer C8360,Electronics,Cash,1,1981.12,2023,6,25,6,2,1,Jun,2023-06,1981.12,1,736,1981.12,1049911.98,1981.12
C7459,Tablet,2024-08-17,2,322.62,Customer C7459,Office Supplies,Cash,1,645.24,2024,8,17,5,3,1,Aug,2024-08,645.24,1,317,645.24,1133462.57,645.24
C8794,Monitor,2025-04-26,5,184.75,Customer C8794,Office Supplies,Gift Card,3,923.75,2025,4,26,5,2,1,Apr,2025-04,923.75,1,65,923.75,1133462.57,923.75
C1271,Laptop,2024-05-18,2,638.03,Customer C1271,Furniture,Cash,1,1276.06,2024,5,18,5,2,1,May,2024-05,1276.06,1,408,1276.06,1083282.25,1276.06
C7576,Tablet,2023-04-03,3,100.78,Customer C7576,Furniture,Online,5,302.34,2023,4,3,0,2,0,Apr,2023-04,302.34,1,819,302.34,1083282.25,302.34
C3743,Desk,2025-02-03,8,398.91,Customer C3743,Office Supplies,Cash,1,3191.28,2025,2,3,0,1,0,Feb,2025-02,3191.28,1,147,3191.28,1133462.57,3191.28
C6727,Laptop,2023-04-24,6,525.79,Customer C6727,Office Supplies,Cash,1,3154.74,2023,4,24,0,2,0,Apr,2023-04,3154.74,1,798,3154.74,1133462.57,3154.74
C7602,Tablet,2023-07-13,5,680.25,Customer C7602,Furniture,Online,5,3401.25,2023,7,13,3,3,0,Jul,2023-07,3401.25,1,718,3401.25,1083282.25,3401.25
C8777,Laptop,2024-07-14,5,184.75,Customer C8777,Office Supplies,Credit Card,5,923.75,2024,7,14,6,3,1,Jul,2024-07,923.75,1,351,923.75,1133462.57,923.75
C3787,Tablet,2025-04-01,7,751.55,Customer C3787,Office Supplies,Online,5,5260.849999999999,2025,4,1,1,2,0,Apr,2025-04,5260.849999999999,1,90,5260.849999999999,1133462.57,5260.849999999999
C1292,Phone,2024-07-22,4,692.94,Customer C1292,Furniture,Credit Card,3,2771.76,2024,7,22,0,3,0,Jul,2024-07,2771.76,1,343,2771.76,1083282.25,2771.76
C9554,Phone,2024-11-15,1,441.82,Customer C9554,Office Supplies,Gift Card,4,441.82,2024,11,15,4,4,0,Nov,2024-11,441.82,1,227,441.82,1133462.57,441.82
C2013,Phone,2023-05-05,6,541.99,Customer C2013,Electronics,Debit Card,4,3251.94,2023,5,5,4,2,0,May,2023-05,3251.94,1,787,3251.94,1049911.98,3251.94
C8970,Printer,2024-02-14,2,254.53,Customer C8970,Electronics,Gift Card,1,509.06,2024,2,14,2,1,0,Feb,2024-02,509.06,1,502,509.06,1049911.98,509.06
C9822,Monitor,2023-08-12,5,497.12,Customer C9822,Electronics,Debit Card,5,2485.6,2023,8,12,5,3,1,Aug,2023-08,2485.6,1,688,2485.6,1049911.98,2485.6
C3141,Phone,2024-03-15,1,343.27,Customer C3141,Office Supplies,Gift Card,3,343.27,2024,3,15,4,1,0,Mar,2024-03,343.27,1,472,343.27,1133462.57,343.27
C5168,Desk,2025-02-18,6,347.73,Customer C5168,Furniture,Online,1,2086.38,2025,2,18,1,1,0,Feb,2025-02,2086.38,1,132,2086.38,1083282.25,2086.38
C4598,Phone,2025-04-12,3,610.49,Customer C4598,Office Supplies,Debit Card,4,1831.47,2025,4,12,5,2,1,Apr,2025-04,1831.47,1,79,1831.47,1133462.57,1831.47
C3331,Desk,2023-03-18,1,742.11,Customer C3331,Office Supplies,Debit Card,4,742.11,2023,3,18,5,1,1,Mar,2023-03,742.11,1,835,742.11,1133462.57,742.11
C8030,Tablet,2025-03-26,1,22.9,Customer C8030,Furniture,Gift Card,2,22.9,2025,3,26,2,1,0,Mar,2025-03,2738.14,2,96,1369.07,1083282.25,2738.14
C8217,Printer,2023-03-31,3,308.95,Customer C8217,Office Supplies,Credit Card,1,926.8499999999999,2023,3,31,4,1,0,Mar,2023-03,3024.42,2,137,1512.21,1133462.57,3024.42
C3669,Printer,2023-11-20,7,210.35,Customer C3669,Electronics,Cash,3,1472.45,2023,11,20,0,4,0,Nov,2023-11,1472.45,1,588,1472.45,1049911.98,1472.45
C9097,Laptop,2025-05-11,3,478.64,Customer C9097,Furniture,Credit Card,3,1435.92,2025,5,11,6,2,1,May,2025-05,1435.92,1,50,1435.92,1083282.25,1435.92
C1957,Chair,2023-11-13,6,660.84,Customer C1957,Office Supplies,Debit Card,3,3965.04,2023,11,13,0,4,0,Nov,2023-11,3965.04,1,595,3965.04,1133462.57,3965.04
C1228,Laptop,2024-11-11,6,146.72,Customer C1228,Furniture,Credit Card,4,880.3199999999999,2024,11,11,0,4,0,Nov,2024-11,880.3199999999999,1,231,880.3199999999999,1083282.25,880.3199999999999
C3455,Desk,2024-05-31,2,612.89,Customer C3455,Electronics,Gift Card,1,1225.78,2024,5,31,4,2,0,May,2024-05,2240.58,2,395,1120.29,1049911.98,2240.58
C8257,Laptop,2024-07-18,2,96.41,Customer C8257,Office Supplies,Credit Card,2,192.82,2024,7,18,3,3,0,Jul,2024-07,737.3500000000001,2,129,368.67500000000007,1133462.57,737.3500000000001
C4260,Desk,2023-02-01,4,185.82,Customer C4260,Electronics,Online,3,743.28,2023,2,1,2,1,0,Feb,2023-02,743.28,1,880,743.28,1049911.98,743.28
C1617,Tablet,2023-07-03,4,386.84,Customer C1617,Office Supplies,Cash,1,1547.36,2023,7,3,0,3,0,Jul,2023-07,2254.1,2,300,1127.05,1133462.57,2254.1
C8741,Phone,2024-09-30,6,216.1,Customer C8741,Office Supplies,Gift Card,3,1296.6,2024,9,30,0,3,0,Sep,2024-09,1714.1399999999999,2,273,857.0699999999999,1133462.57,1714.1399999999999
C6184,Desk,2023-09-13,8,159.15,Customer C6184,Electronics,Online,5,1273.2,2023,9,13,2,3,0,Sep,2023-09,1273.2,1,656,1273.2,1049911.98,1273.2
C3364,Printer,2023-07-01,2,581.6,Customer C3364,Office Supplies,Gift Card,5,1163.2,2023,7,1,5,3,1,Jul,2023-07,4103.44,2,730,2051.72,1133462.57,4103.44
C9880,Tablet,2023-04-23,8,521.59,Customer C9880,Electronics,Online,4,4172.72,2023,4,23,6,2,1,Apr,2023-04,4172.72,1,799,4172.72,1049911.98,4172.72
C3269,Tablet,2024-05-07,8,637.42,Customer C3269,Furniture,Online,5,5099.36,2024,5,7,1,2,0,May,2024-05,12172.8,3,66,4057.6,1083282.25,12172.8
C4437,Desk,2023-09-30,7,786.45,Customer C4437,Office Supplies,Credit Card,4,5505.150000000001,2023,9,30,5,3,1,Sep,2023-09,7527.75,2,420,3763.875,1133462.57,7527.75
C5119,Chair,2023-08-18,5,154.48,Customer C5119,Furniture,Credit Card,5,772.4,2023,8,18,4,3,0,Aug,2023-08,772.4,1,682,772.4,1083282.25,772.4
C2194,Laptop,2025-06-05,5,159.0,Customer C2194,Electronics,Cash,5,795.0,2025,6,5,3,2,0,Jun,2025-06,795.0,1,25,795.0,1049911.98,795.0
C4011,Phone,2024-06-16,6,330.64,Customer C4011,Furniture,Debit Card,4,1983.84,2024,6,16,6,2,1,Jun,2024-06,1983.84,1,379,1983.84,1083282.25,1983.84
C2801,Phone,2023-01-09,2,683.9,Customer C2801,Electronics,Debit Card,3,1367.8,2023,1,9,0,1,0,Jan,2023-01,1367.8,1,903,1367.8,1049911.98,1367.8
C3162,Laptop,2025-05-06,5,9.88,Customer C3162,Office Supplies,Cash,5,49.40000000000001,2025,5,6,1,2,0,May,2025-05,49.40000000000001,1,55,49.40000000000001,1133462.57,49.40000000000001
C3096,Desk,2024-04-13,2,650.49,Customer C3096,Office Supplies,Online,3,1300.98,2024,4,13,5,2,1,Apr,2024-04,1300.98,1,443,1300.98,1133462.57,1300.98
C3460,Monitor,2023-06-12,8,652.61,Customer C3460,Furniture,Gift Card,1,5220.88,2023,6,12,0,2,0,Jun,2023-06,9060.66,2,0,4530.33,1083282.25,9060.66
C3589,Laptop,2023-11-29,1,410.32,Customer C3589,Furniture,Debit Card,5,410.32,2023,11,29,2,4,0,Nov,2023-11,410.32,1,579,410.32,1083282.25,410.32
C8523,Phone,2023-11-03,7,547.1,Customer C8523,Office Supplies,Debit Card,2,3829.7,2023,11,3,4,4,0,Nov,2023-11,3829.7,1,605,3829.7,1133462.57,3829.7
C4507,Phone,2025-06-19,8,113.63,Customer C4507,Electronics,Online,3,909.04,2025,6,19,3,2,0,Jun,2025-06,909.04,1,11,909.04,1049911.98,909.04
C1349,Printer,2025-02-06,7,10.14,Customer C1349,Office Supplies,Online,4,70.98,2025,2,6,3,1,0,Feb,2025-02,70.98,1,144,70.98,1133462.57,70.98
C2910,Printer,2023-04-17,4,448.03,Customer C2910,Office Supplies,Gift Card,2,1792.12,2023,4,17,0,2,0,Apr,2023-04,1792.12,1,805,1792.12,1133462.57,1792.12
C8338,Chair,2024-06-06,8,621.75,Customer C8338,Office Supplies,Cash,2,4974.0,2024,6,6,3,2,0,Jun,2024-06,4974.0,1,389,4974.0,1133462.57,4974.0
C9578,Laptop,2023-09-25,6,634.28,Customer C9578,Electronics,Debit Card,5,3805.68,2023,9,25,0,3,0,Sep,2023-09,3805.68,1,644,3805.68,1049911.98,3805.68
C2645,Phone,2024-12-07,8,470.4,Customer C2645,Electronics,Credit Card,2,3763.2,2024,12,7,5,4,1,Dec,2024-12,3763.2,1,205,3763.2,1049911.98,3763.2
C7332,Monitor,2025-01-18,7,285.35,Customer C7332,Office Supplies,Credit Card,1,1997.45,2025,1,18,5,1,1,Jan,2025-01,3391.9700000000003,2,163,1695.9850000000001,1133462.57,3391.9700000000003
C7272,Chair,2024-01-12,3,80.7,Customer C7272,Furniture,Debit Card,1,242.1,2024,1,12,4,1,0,Jan,2024-01,4525.05,2,535,2262.525,1083282.25,4525.05
C9841,Laptop,2025-05-16,2,134.49,Customer C9841,Furniture,Credit Card,5,268.98,2025,5,16,4,2,0,May,2025-05,268.98,1,45,268.98,1083282.25,268.98
C9328,Tablet,2025-05-26,6,427.49,Customer C9328,Office Supplies,Credit Card,2,2564.94,2025,5,26,0,2,0,May,2025-05,2564.94,1,35,2564.94,1133462.57,2564.94
C9505,Monitor,2024-09-06,2,388.43,Customer C9505,Furniture,Credit Card,4,776.86,2024,9,6,4,3,0,Sep,2024-09,776.86,1,297,776.86,1083282.25,776.86
C2357,Chair,2023-11-08,2,449.21,Customer C2357,Furniture,Debit Card,4,898.42,2023,11,8,2,4,0,Nov,2023-11,898.42,1,600,898.42,1083282.25,898.42
C8176,Laptop,2025-01-21,3,7.63,Customer C8176,Electronics,Debit Card,3,22.89,2025,1,21,1,1,0,Jan,2025-01,22.89,1,160,22.89,1049911.98,22.89
C7633,Tablet,2023-04-07,3,96.85,Customer C7633,Furniture,Cash,4,290.55,2023,4,7,4,2,0,Apr,2023-04,1067.02,2,815,533.51,1083282.25,1067.02
C6165,Monitor,2024-06-19,3,783.65,Customer C6165,Office Supplies,Cash,2,2350.95,2024,6,19,2,2,0,Jun,2024-06,2350.95,1,376,2350.95,1133462.57,2350.95
C6377,Chair,2023-01-14,4,566.23,Customer C6377,Furniture,Credit Card,3,2264.92,2023,1,14,5,1,1,Jan,2023-01,2264.92,1,898,2264.92,1083282.25,2264.92
C1172,Printer,2023-06-11,3,120.53,Customer C1172,Furniture,Online,5,361.59,2023,6,11,6,2,1,Jun,2023-06,361.59,1,750,361.59,1083282.25,361.59
C7580,Laptop,2023-02-09,1,499.22,Customer C7580,Electronics,Cash,1,499.22,2023,2,9,3,1,0,Feb,2023-02,499.22,1,872,499.22,1049911.98,499.22
C4543,Laptop,2025-05-20,8,363.25,Customer C4543,Furniture,Gift Card,3,2906.0,2025,5,20,1,2,0,May,2025-05,7198.22,2,41,3599.11,1083282.25,7198.22
C2642,Tablet,2023-12-21,6,684.42,Customer C2642,Electronics,Cash,3,4106.52,2023,12,21,3,4,0,Dec,2023-12,4106.52,1,557,4106.52,1049911.98,4106.52
C6203,Tablet,2024-11-28,6,416.2,Customer C6203,Office Supplies,Cash,3,2497.2,2024,11,28,3,4,0,Nov,2024-11,4133.6,2,130,2066.8,1133462.57,4133.6
C4576,Phone,2025-02-13,7,536.13,Customer C4576,Electronics,Online,1,3752.91,2025,2,13,3,1,0,Feb,2025-02,3752.91,1,137,3752.91,1049911.98,3752.91
C3626,Monitor,2024-02-20,4,606.22,Customer C3626,Electronics,Online,3,2424.88,2024,2,20,1,1,0,Feb,2024-02,2424.88,1,496,2424.88,1049911.98,2424.88
C7227,Monitor,2023-02-22,8,165.92,Customer C7227,Office Supplies,Online,1,1327.36,2023,2,22,2,1,0,Feb,2023-02,1327.36,1,859,1327.36,1133462.57,1327.36
C9723,Desk,2025-01-04,8,777.8,Customer C9723,Office Supplies,Cash,3,6222.4,2025,1,4,5,1,1,Jan,2025-01,6222.4,1,177,6222.4,1133462.57,6222.4
C9307,Printer,2025-01-28,1,167.38,Customer C9307,Electronics,Cash,5,167.38,2025,1,28,1,1,0,Jan,2025-01,1849.27,2,153,924.635,1049911.98,1849.27
C7581,Desk,2024-01-20,6,706.16,Customer C7581,Office Supplies,Credit Card,2,4236.96,2024,1,20,5,1,1,Jan,2024-01,4236.96,1,527,4236.96,1133462.57,4236.96
C4693,Phone,2023-08-19,4,517.12,Customer C4693,Electronics,Cash,3,2068.48,2023,8,19,5,3,1,Aug,2023-08,2068.48,1,681,2068.48,1049911.98,2068.48
C9163,Phone,2023-03-19,6,441.69,Customer C9163,Furniture,Gift Card,3,2650.14,2023,3,19,6,1,1,Mar,2023-03,2650.14,1,834,2650.14,1083282.25,2650.14
C7433,Desk,2024-01-04,3,275.93,Customer C7433,Electronics,Cash,4,827.79,2024,1,4,3,1,0,Jan,2024-01,827.79,1,543,827.79,1049911.98,827.79
C6992,Monitor,2023-05-20,3,63.43,Customer C6992,Electronics,Debit Card,2,190.29,2023,5,20,5,2,1,May,2023-05,190.29,1,772,190.29,1049911.98,190.29
C7426,Phone,2025-02-01,1,631.81,Customer C7426,Furniture,Credit Card,3,631.81,2025,2,1,5,1,1,Feb,2025-02,631.81,1,149,631.81,1083282.25,631.81
C6431,Chair,2023-08-08,6,658.7,Customer C6431,Electronics,Credit Card,2,3952.2,2023,8,8,1,3,0,Aug,2023-08,3952.2,1,692,3952.2,1049911.98,3952.2
C5194,Phone,2023-02-24,7,607.38,Customer C5194,Electronics,Debit Card,1,4251.66,2023,2,24,4,1,0,Feb,2023-02,4251.66,1,857,4251.66,1049911.98,4251.66
C8964,Phone,2024-07-18,7,509.99,Customer C8964,Office Supplies,Credit Card,1,3569.93,2024,7,18,3,3,0,Jul,2024-07,3569.93,1,347,3569.93,1133462.57,3569.93
C7564,Monitor,2024-01-31,2,555.65,Customer C7564,Furniture,Online,5,1111.3,2024,1,31,2,1,0,Jan,2024-01,1111.3,1,516,1111.3,1083282.25,1111.3
C9019,Tablet,2024-03-25,1,122.52,Customer C9019,Furniture,Debit Card,4,122.52,2024,3,25,0,1,0,Mar,2024-03,122.52,1,462,122.52,1083282.25,122.52
C4324,Printer,2023-01-19,6,60.9,Customer C4324,Electronics,Gift Card,4,365.4,2023,1,19,3,1,0,Jan,2023-01,365.4,1,893,365.4,1049911.98,365.4
C4399,Monitor,2023-02-25,1,234.79,Customer C4399,Electronics,Debit Card,5,234.79,2023,2,25,5,1,1,Feb,2023-02,234.79,1,856,234.79,1049911.98,234.79
C9533,Printer,2023-03-20,6,158.23,Customer C9533,Electronics,Cash,4,949.3799999999999,2023,3,20,0,1,0,Mar,2023-03,949.3799999999999,1,833,949.3799999999999,1049911.98,949.3799999999999
C6629,Tablet,2025-06-20,1,450.66,Customer C6629,Furniture,Cash,1,450.66,2025,6,20,4,2,0,Jun,2025-06,450.66,1,10,450.66,1083282.25,450.66
C2179,Desk,2023-09-23,2,69.97,Customer C2179,Electronics,Online,5,139.94,2023,9,23,5,3,1,Sep,2023-09,3734.51,2,1,1867.255,1049911.98,3734.51
C7838,Phone,2024-03-13,4,778.86,Customer C7838,Electronics,Online,5,3115.44,2024,3,13,2,1,0,Mar,2024-03,3115.44,1,474,3115.44,1049911.98,3115.44
C2462,Monitor,2025-01-03,7,383.36,Customer C2462,Office Supplies,Debit Card,4,2683.52,2025,1,3,4,1,0,Jan,2025-01,2683.52,1,178,2683.52,1133462.57,2683.52
C3708,Desk,2024-11-05,7,487.31,Customer C3708,Electronics,Cash,3,3411.17,2024,11,5,1,4,0,Nov,2024-11,7329.17,2,237,3664.585,1049911.98,7329.17
C2550,Monitor,2024-10-17,5,389.98,Customer C2550,Furniture,Gift Card,3,1949.9,2024,10,17,3,4,0,Oct,2024-10,1949.9,1,256,1949.9,1083282.25,1949.9
C5032,Phone,2025-03-23,4,184.5,Customer C5032,Furniture,Online,3,738.0,2025,3,23,6,1,1,Mar,2025-03,3467.2,3,99,1155.7333333333333,1083282.25,3467.2
C9725,Printer,2024-03-14,7,303.18,Customer C9725,Office Supplies,Cash,2,2122.26,2024,3,14,3,1,0,Mar,2024-03,3963.9400000000005,3,258,1321.3133333333335,1133462.57,3963.9400000000005
C5158,Desk,2023-11-09,2,84.22,Customer C5158,Furniture,Debit Card,4,168.44,2023,11,9,3,4,0,Nov,2023-11,168.44,1,599,168.44,1083282.25,168.44
C7916,Tablet,2024-08-21,8,665.91,Customer C7916,Furniture,Debit Card,4,5327.28,2024,8,21,2,3,0,Aug,2024-08,5327.28,1,313,5327.28,1083282.25,5327.28
